company_id,name,revenue_eur,website_domain,country,contact_owner
IT02347800654,ALL4LABELS ITALY S.R.L.,195565203,nuceriaadesivi.com,IT,N/A
IT00099300410,DI.BA. S.P.A.,195524579,gruppodiba.it,IT,N/A
IT02647040233,RPS S.P.A.,195519354,riello-ups.it,IT,N/A
IT03464230246,FAVINI S.R.L.,195509000,favini.it,IT,N/A
IT02054560368,PAGANI S.P.A.,195506819,pagani.com,IT,N/A
IT03352740967,PEPSICO BEVERAGES ITALIA SOCIETA' A RESPONSABILITA' LIMITATA,195437493,pepsi.com,IT,N/A
IT07338171007,FRIESLANDCAMPINA ITALY S.R.L.,195419875,frieslandcampina.com,IT,N/A
IT09080800015,FATA S.P.A.,195366000,fatagroup.it,IT,N/A
IT04700670484,SCOTTI S.P.A.,195354914,grupposcotti.it,IT,N/A
IT02317910202,SADEPAN CHIMICA S.R.L.,195269760,grupposaviola.com,IT,N/A
IT01129720528,TRIGANO VAN - S.R.L.,195260453,trigano.it,IT,N/A
IT02235840150,BIANALISI S.P.A.,195220000,bianalisi.it,IT,N/A
IT10420600966,MINERVAHUB S.P.A.,195208000,minervahub.it,IT,N/A
IT01357320355,NUOVA CASTELLI S.P.A.,195160000,castelligroup.com,IT,N/A
IT07874720159,ALPLA ITALIA S.R.L.,195096238,laplasticaecambiata.it,IT,N/A
IT02681720419,SCHNELL HOLDING S.P.A.,195049731,schnell.it,IT,N/A
IT05004000153,BONARFIN S.P.A.,194988425,spea.com,IT,N/A
IT00430060483,VALPESANA S.R.L.,194965660,verdeolio.it,IT,N/A
IT01484660020,UNION INDUSTRIES - S.P.A.,194897862,unionindustries.it,IT,N/A
IT03552630133,UNIFIND SPA,194897862,,IT,N/A
IT02103180242,MIDAC S.P.A.,194830610,midacbatteries.com,IT,N/A
IT08965220158,UNICREDIT ALLIANZ ASSICURAZIONI S.P.A.,194825000,unicreditallianzassicurazioni.it,IT,N/A
IT04976201006,MERCEDES-BENZ LEASE ITALIA - SOCIETA' A RESPONSABILITA' LIMITATA,194804776,media.mercedes-benz.it,IT,N/A
IT12097340967,MOCAUTOGROUP S.R.L.,194706114,mocautogroup.com,IT,N/A
IT04414590283,TMAP S.R.L.,194627193,tmaptrading.com,IT,N/A
IT01252710403,BRONCHI COMBUSTIBILI S.R.L.,194560688,bronchicombustibili.com,IT,N/A
IT00793580150,CESI - CENTRO ELETTROTECNICO SPERIMENTALE ITALIANO GIACINTO MOTTA S.P.A. O IN FORMA ABBREVIATA - CESI S.P.A.,194537700,apps.cesi.it,IT,N/A
IT03816570364,SELE FOOD SRL,194239883,sele-food.it,IT,N/A
IT05282230720,LADISA S.R.L.,194229000,ladisaristorazione.it,IT,N/A
IT03648501009,DASIT GROUP S.P.A.,194204000,dasitgroup.it,IT,N/A
IT02232770467,OVERMARINE GROUP S.P.A.,194175921,mangustayachts.com,IT,N/A
IT10688330157,FINEFFE S.R.L.,194088000,fineffe.it,IT,N/A
IT02116160306,EUROGROUP S.P.A.,194086791,melagorai.it,IT,N/A
IT02340830997,FISIA ITALIMPIANTI S.P.A.,194069409,fisiait.com,IT,N/A
IT09769690968,DEMETRA 1 S.R.L. SOCIETA' IN LIQUIDAZIONE,193961000,,IT,N/A
IT00779070267,NORDAUTO S.P.A.,193908458,nordauto-toyota.it,IT,N/A
IT01883410498,LIBERTY MAGONA S.R.L.,193905216,libertysteelgroup.com,IT,N/A
IT00704200245,MEVIS -S.P.A.,193848570,mevis.com,IT,N/A
IT03329540243,FONDAMENTA-SOCIETA' IN ACCOMANDITA PER AZIONI DI FEDERICO VISENTIN & C.,193846571,,IT,N/A
IT06523070156,GREEN SEAGULL SRL,193726000,,IT,N/A
IT02514530548,VENDITA INGROSSO MEDICINALI DI G. OTTAVIANI S.P.A. IN SIGLA V.I.M . S.P.A. O V.I.M. - G. OTTAVIANI S.P.A.,193699044,vimspa.it,IT,N/A
IT08503670013,PUREM CASTELLALTO SPA,193559719,eberspaecher.com,IT,N/A
IT08463790967,COSTRUZIONI GIEMME SRL,193530491,giemmecostruzioni.com,IT,N/A
IT09636960966,FRONERI ITALY S.R.L.,193520000,anticagelateriadelcorso.com,IT,N/A
IT10060710968,FRIENDS & PARTNERS S.P.A.,193485444,friendsandpartners.it,IT,N/A
IT16242941009,ETERIA CONSORZIO STABILE SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,193453724,consorzioeteria.it,IT,N/A
IT02707220642,BRUNO GENERATORS GROUP S.P.A. IN SIGLA BGG S.P.A.,193371000,bgg.it,IT,N/A
IT04655820159,OYSTER S.R.L.,193211460,op-international.com,IT,N/A
IT03281980965,ELACHEM S.P.A.,193211437,elachem.com,IT,N/A
IT00221300288,"BOEHRINGER INGELHEIM ANIMAL HEALTH ITALIA S.P.A., IN BREVE BOEHRINGER INGELHEIM AH IT S.P.A.",193117186,merial.com,IT,N/A
IT00264970724,BRIDGESTONE ITALIA MANUFACTURING S.P.A.,193090755,bridgestone.it,IT,N/A
IT04270931001,AON ADVISORY AND SOLUTIONS S.R.L.,193075676,donazionesicura.it,IT,N/A
IT07356970967,ALFA LAVAL ITALY S.R.L.,193069000,alfalaval.it,IT,N/A
IT05811860583,CONSORZIO VENEZIA NUOVA,193019000,mosevenezia.eu,IT,N/A
IT02720460357,FERRARINI S.P.A.,193012697,ferrarini.it,IT,N/A
IT12547780960,TANGERINE HOLDCO S.P.A.,193004000,proassistance.it,IT,N/A
IT03029000373,PIZZOLI - SOCIETA' PER AZIONI,192991099,pizzoli.it,IT,N/A
IT03184950487,PELLETTERIA RICHEMONT FIRENZE S.R.L.,192965897,,IT,N/A
IT03247540408,MNLG SRL,192916952,sormagroup.com,IT,N/A
IT02528940998,FINCOSIT S.R.L.,192838788,fincosit.it,IT,N/A
IT03707060376,PIQUBO - S.P.A.,192815000,picubo.it,IT,N/A
IT02554531208,PIQUADRO S.P.A.,192665000,piquadro.com,IT,N/A
IT05393070965,MBE WORLDWIDE S.P.A.,192611000,mbe.it,IT,N/A
IT01227810353,ICE S.P.A.,192578486,icepharma.com,IT,N/A
IT03802461206,R S S A HOLDING S.R.L.,192562000,renneritalia.com,IT,N/A
IT00985500446,IMAC S.P.A.,192497287,imac-italia.it,IT,N/A
IT01228210207,PATA S.P.A.,192456783,business.pata.it,IT,N/A
IT03296610789,GESTIONI INNOVATIVE ITALIA S.R.L.,192417125,distributorigeii.com,IT,N/A
IT03352840361,SURFACES TECHNOLOGICAL ABRASIVES S.P.A.,192392000,surface-group.it,IT,N/A
IT00739600153,BUCCELLATI HOLDING ITALIA S.P.A.,192222484,buccellati.com,IT,N/A
IT04490580653,CONSORZIO STABILE GRANDI LAVORI S.C.R.L.,192059496,,IT,N/A
IT00224650234,THE WIERER HOLDING - SOCIETA' PER AZIONI,191923206,wiererholding.com,IT,N/A
IT07254711216,VA.PA. S.R.L.,191850174,vapasrl.com,IT,N/A
IT01483400113,HLM S.R.L.,191603000,eolianmilazzohotel.it,IT,N/A
IT08898640159,LEBOGEST S.P.A.,191570712,icc.it,IT,N/A
IT05903120631,VIVISOL SRL,191555569,vivisol.it,IT,N/A
IT00784220238,FAIVELEY TRANSPORT ITALIA S.P.A.,191532000,faiveleytransport.com,IT,N/A
IT01001050259,DE RIGO VISION S.P.A.,191514200,derigo.com,IT,N/A
IT01601150483,LEO FRANCE S.P.A.,191492394,leofrance.com,IT,N/A
GBFC031692,FAVINI S.R.L.,191483064,favini.com,IT,N/A
IT05773090013,ITD SOLUTIONS S.P.A.,191479266,itdsolutions.it,IT,N/A
IT06516541213,INVESCO S.P.A,191469000,invesco.it,IT,N/A
IT09158620964,MAGNAGHI HOLDING S.P.A.,191455000,skyarrow.it,IT,N/A
IT01418030621,RUMMO S.P.A. - SOCIETA' PER AZIONI,191389981,pastarummo.it,IT,N/A
IT07306901005,TAKEDA MANUFACTURING ITALIA S.P.A.,191357493,baxteritalia.it,IT,N/A
IT08435221000,IMMOBILIARE.IT S.P.A.,191205252,risposte.immobiliare.it,IT,N/A
IT01810330991,AGAVE SRL,191147994,agave-web.it,IT,N/A
IT06786560489,TERRE DI MEZZO S.R.L.,191104219,terre.it,IT,N/A
IT03287800233,GIORGIO SPREA S.R.L.,191032920,sdsgiorgiosprea.it,IT,N/A
IT03671870727,OLEARIA DESANTIS S.P.A.,190969455,oleariadesantisspa.it,IT,N/A
IT05942800151,"NICHELCROM FINANZIARIA IMMOBILIARE S.P.A., IN FORMA ABBREVIATA NICHELCROM FINIM S.P.A.",190914675,nichelcrom.com,IT,N/A
IT12523540156,NICHELCROM ACCIAI INOX S.P.A. O IN FORMA ABBREVIATA NICHELCROM S .P.A.,190914675,nichelcrom.com,IT,N/A
IT12709540012,PUNCH POWERTRAIN PSA E-TRANSMISSIONS ASSEMBLY ITALY S.R.L.,190912173,mahle-powertrain.com,IT,N/A
IT00737690016,TELSY S.P.A.,190873482,telsy.com,IT,N/A
IT01185470521,ITACA HOLDING S.P.A.,190871034,itacaholdingroup.com,IT,N/A
IT03107410361,SL CARNI SRL,190850792,slcarni.it,IT,N/A
IT05976200153,BRUGOLA O.E.B. INDUSTRIALE S.P.A.,190810666,brugola.com,IT,N/A
IT00778780361,A.C.R. - DI REGGIANI ALBERTINO - S.P.A. ABBREVIABILE IN: A.C.R. S.P.A.,190698255,acrreggiani.it,IT,N/A
IT04100520263,SATOR S.R.L.,190644000,texa.it,IT,N/A
IT12087170960,E.C.G. S.P.A.,190589152,,IT,N/A
IT02764470122,R.P.F. S.P.A.,190588468,adraxles.com,IT,N/A
IT00167760545,ROCCHETTA SOCIETA' PER AZIONI,190520156,rocchetta.it,IT,N/A
IT01960030680,PROGER INGEGNERIA S.R.L.,190518034,proger.it,IT,N/A
IT05389641001,MAIORANA MAGGIORINO - SOCIETA' PER AZIONI,190377568,maiorana-maggiorino.it,IT,N/A
IT00976320309,MIKO S.R.L.,190372181,dinamicamiko.com,IT,N/A
IT01899910242,ENGINEERING D.HUB SPA,190288000,eng.it,IT,N/A
IT01758480162,SMIGROUP S.P.A.,190279264,smigroup.it,IT,N/A
IT07840401215,MICHELE GRIECO HOLDING S.R.L.,190275084,casaproshop.it,IT,N/A
IT07730520017,E-WORK HOLDING S.R.L.,190174089,e-workholding.it,IT,N/A
IT00072800527,STOSA S.P.A.,190167219,stosacucine.com,IT,N/A
IT07872640722,CHOGAN GROUP S.P.A.,190147177,chogangroupspa.com,IT,N/A
IT09963840153,BRUGOLA COMMERCIALE SPA,190055353,brugola.it,IT,N/A
IT01721710281,PITTARELLO S.P.A.,189895447,pittarello.com,IT,N/A
IT11904560155,PUMA ITALIA S.R.L.,189851000,puma.com,IT,N/A
IT01221000266,SIGEP - S.P.A.,189838209,simec.it,IT,N/A
IT06702650729,GTS HOLDING S.R.L.,189798774,gtsholding.it,IT,N/A
IT09076750158,SABIANA S.P.A.,189761643,ventilazione-residenziale.it,IT,N/A
IT00148250061,RESTIANI - S.P.A.,189727667,restiani.com,IT,N/A
IT02698210404,ELFI S.P.A,189713000,elfispa.it,IT,N/A
IT03360680619,GRUPPO PICCIRILLO S.P.A.,189674673,gruppopiccirillo.it,IT,N/A
IT04414701005,PALEX HEALTHCARE GROUP ITALIA - SOCIETA' PER AZIONI,189629515,gadagroup.com,IT,N/A
IT01340300332,GAS SALES S.R.L.,189560270,gassales.it,IT,N/A
IT05615361002,CO.GE.DI. INTERNATIONAL - COMPAGNIA GENERALE DISTRIBUZIONE - SOCI ETA' PER AZIONI,189516326,cogedi.it,IT,N/A
IT04398080152,WORTHINGTON S.R.L.,189471000,worthington.it,IT,N/A
IT06393550824,EOS SERVICES S.R.L. A SOCIO UNICO,189470599,,IT,N/A
IT00111950416,IMAB GROUP SOCIETA' PER AZIONI,189429513,imab.com,IT,N/A
IT00910150119,TARROS S.P.A.,189419000,tarros.it,IT,N/A
IT11630700018,NOTINO ITALIA S.R.L.,189311108,notino.it,IT,N/A
IT00103730230,SIMEVIGNUDA S.P.A.,189219041,simevignuda.it,IT,N/A
IT00171090244,P.F.M. S.P.A.,189168099,pfm.it,IT,N/A
IT00302800214,AUTOINDUSTRIALE SRL,189002666,autoindustriale.com,IT,N/A
IT15747941001,CONSORZIO TELESE SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,188971287,,IT,N/A
IT03673640409,SRB S.P.A.,188887105,eurosrb.com,IT,N/A
IT01936870227,CARTIERE VILLA LAGARINA SPA,188884014,pro-gestspa.it,IT,N/A
IT02059890737,ZANZAR S.P.A.,188836168,zanzarsistem.it,IT,N/A
IT12050030969,CAPITOLOVENTISETTE S.P.A.,188836168,,IT,N/A
IT02801530961,C.P.C. INOX S.P.A.,188774446,cpcinox.com,IT,N/A
IT01445030396,"CREDITO COOPERATIVO RAVENNATE, FORLIVESE E IMOLESE",188770000,labcc.it,IT,N/A
IT02275010102,SANTAGATA 1907 S.P.A.,188700960,santagata1907.it,IT,N/A
IT14756281003,MOZZAFIATO S.R.L.,188680557,,IT,N/A
IT00858580145,ADVANCED TECHNOLOGY VALVE S.P.A. O IN BREVE ATV S.P.A.,188676429,atvspa.com,IT,N/A
IT03641880962,VIRGIN ACTIVE ITALIA S.P.A.,188673524,virginactive.it,IT,N/A
IT04867640965,BRIVIO & VIGANO' LOGISTICS S.R.L.,188623586,brivioevigano.it,IT,N/A
IT07064961217,FORMALACTIS S.R.L.,188616678,formalactis.com,IT,N/A
IT00832011209,BARBIERI & TAROZZI HOLDING S.P.A.,188472000,scoa.it,IT,N/A
IT02235250152,FESTO S.P.A.,188455283,festo.com,IT,N/A
IT00327670477,FEBO SPA,188439000,febo.it,IT,N/A
IT00852810266,FORNO D'ASOLO S.P.A.,188329000,fornodasolo.it,IT,N/A
IT00809530157,ELETTRONICA INDUSTRIALE SPA,188301000,mediaset.it,IT,N/A
IT02716640103,SPINELLI S.R.L.,188266192,gruppospinelli.com,IT,N/A
IT03490290875,ACCIAIERIE DI SICILIA S.P.A.,188216338,alfaacciai.it,IT,N/A
IT02008270346,GIUSEPPE SQUERI & C. S.A.P.A.,188208954,studiorestano.it,IT,N/A
IT05502661001,ROCCO FORTE & FAMILY (ROME) S.P.A.,188029639,roccoforterussie.hotelrome.info,IT,N/A
IT03606741209,ITALIAN FEED FACTORY S.R.L.,188026172,italianfeedfactory.it,IT,N/A
IT00338740343,G COMMERCE EUROPE S.P.A.,187974090,gucci.com,IT,N/A
IT07794130588,SUPER ELITE S.P.A.,187831570,elite-pet.it,IT,N/A
IT03709030989,CALEOTTO S.P.A.,187788577,caleotto.com,IT,N/A
IT00578740342,TARO PLAST - S.P.A.,187722218,taroplast.com,IT,N/A
IT03054811207,MOWI ITALIA S.R.L.,187678618,salmonemowi.it,IT,N/A
IT00145190922,ARST S.P.A.,187671976,arst.sardegna.it,IT,N/A
IT03837680986,HOLIND S.R.L.,187661986,,IT,N/A
IT00408570489,MALESCI ISTITUTO FARMACOBIOLOGICO - S.P.A. IN FORMA ABBREVIATA MALESCI SPA,187624637,malesci.it,IT,N/A
IT07739120587,CIFRE S.R.L.,187568876,,IT,N/A
IT06387111211,L.A.M. COSTRUZIONI S.R.L.,187563104,gieffe-costruzioni.it,IT,N/A
IT02032300655,TRANS ITALIA S.P.A.,187376549,transitalia.it,IT,N/A
IT09653770157,TAGLIABUE GOMME GROSS S.R.L.,187350383,tagliabuetyres.com,IT,N/A
IT12102190969,NINA HOLDCO S.P.A.,187322000,,IT,N/A
IT00471500264,VENETA NASTRI S.P.A.,187294356,venetanastri.it,IT,N/A
IT03785880240,CITY GREEN LIGHT S.R.L.,187257988,citygreenlight.com,IT,N/A
IT01889460695,DI CARLO S.P.A.,187212977,dicarlocostruzioni.it,IT,N/A
IT00595530254,UNIFARCO S.P.A.,187120000,unifarco.it,IT,N/A
IT01246180259,UNI4 S.R.L.,187120000,,IT,N/A
IT00772580361,VILLANI S.P.A.,186945517,villanisalumi.it,IT,N/A
IT02261310466,MONTECRISTO S.R.L.,186889938,montecristobolivia.com,IT,N/A
IT01070500010,"F.LLI SACLA' S.P.A., O, IN FORMA SVILUPPATA, FRATELLI SACLA' S.P.A.",186820958,thanksplanet.it,IT,N/A
IT00111080099,AUTOSTRADA DEI FIORI S.P.A.,186731842,autostradadeifiori.it,IT,N/A
IT05946720587,ISTITUTI OSPEDALIERI BERGAMASCHI S.R.L.,186710600,grupposandonato.it,IT,N/A
IT00261810105,CERES SOCIETA' PER AZIONI,186688000,ceres.com,IT,N/A
IT04095170041,EGEA HOLDING S.P.A.,186669086,egea.it,IT,N/A
IT00325250512,SECO S.P.A.,186580000,seco.com,IT,N/A
IT12234010960,BIANCHI INDUSTRIAL COMPANY S.P.A.,186419928,bianchi-industrial.it,IT,N/A
IT01071860355,CONSORZIO IMPRENDITORI PETROLIFERI EMILIA ROMAGNA - C.I.P.E.R. - SOCIETA' COOPERATIVA,186385164,ciper.it,IT,N/A
IT00692730211,BILLIG S.P.A.,186291216,esditalia.it,IT,N/A
IT01020090658,GIAGUARO - S.P.A.,186254634,giaguarospa.com,IT,N/A
IT03490200270,A.C. INVESTIMENTI S.R.L.,186198326,ac-home.it,IT,N/A
IT12844860150,L.E.C.A. INVEST S.R.L.,186072000,,IT,N/A
IT00092380435,CLEMENTONI S.P.A.,186051255,clementoni.com,IT,N/A
IT11345590159,TERMOMECCANICA - S.P.A.,186033000,termomeccanica.it,IT,N/A
IT02187040015,BAOMARC AUTOMOTIVE SOLUTIONS SPA,185992544,emarc.it,IT,N/A
IT00260150032,PAINI SPA RUBINETTERIE,185991695,paini.it,IT,N/A
IT11088550964,INTELLERA CONSULTING S.P.A.,185955909,intelleraconsulting.com,IT,N/A
IT06415910964,ALDINO S.R.L.,185945400,fazion.com,IT,N/A
IT01292910807,MEDCENTER CONTAINER TERMINAL S.P.A.,185886000,terminalmct.com,IT,N/A
IT03082750609,CATALENT ANAGNI S.R.L.,185841669,catalent.com,IT,N/A
IT08149751003,RIF LINE ITALY - S.P.A.,185789444,riflinegroup.com,IT,N/A
IT04081310965,RCF S.P.A.,185703000,ttaudio.com,IT,N/A
IT04397850167,CCC HOLDINGS EUROPE S.P.A.,185631000,,IT,N/A
IT07608230152,DIGITALIA '08 S.R.L.,185606000,digitalia08.it,IT,N/A
IT04690950169,INNOVA.T HOLDING S.R.L.,185599646,,IT,N/A
IT01088880313,ROEN EST SOCIETA' PER AZIONI IN BREVE ROEN EST S.P.A.,185591000,roenest.com,IT,N/A
IT12212540012,MORANDO HOLDING S.R.L.,185530544,,IT,N/A
IT01954890263,CO.MET.FER. S.P.A.,185473085,cometfer.com,IT,N/A
IT05009770966,BRIDGEPLANET HOLDING S.P.A.,185439874,bv-tech.com,IT,N/A
IT03207930177,CAMOZZI AUTOMATION S.P.A.,185383831,camozzi.com,IT,N/A
IT02552330025,SANT'AGATA - S.P.A.,185361000,santagata1907.it,IT,N/A
IT03320430964,LIVE NATION ITALIA S.R.L.,185358963,livenation.it,IT,N/A
IT00477710016,AMMEGA ITALIA S.P.A.,185281000,b2b.megadynegroup.com,IT,N/A
IT01741840993,ITALIANA COKE S.R.L.,185212811,italianacoke.it,IT,N/A
IT07466820581,CHIORINO - S.P.A.,185196000,chiorino.com,IT,N/A
IT02687740023,GREGORIO CHIORINO S.R.L.,185196000,chiorino.com,IT,N/A
IT08520140016,MOSCHINI S.P.A.,185169347,internomarche.it,IT,N/A
IT12614520158,METALLI 2000 S.P.A.,185135208,metalli2000.com,IT,N/A
IT00886090372,L'OPEROSA SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,185105525,operosa.it,IT,N/A
IT00343990685,ELISA S.R.L.,185083668,raicam.com,IT,N/A
IT03542760172,PHARM@IDEA S.R.L.,184752275,pharmacall.it,IT,N/A
IT00844230284,LEGOR GROUP S.P.A.,184741199,legor.com,IT,N/A
IT00139950406,MB MANGIMI SPA,184730706,mbmangimi.it,IT,N/A
IT02433001209,RENNER ITALIA S.P.A.,184662797,renneritalia.com,IT,N/A
IT00142760248,CO.MECC.FIN S.P.A.,184624576,meccalte.com,IT,N/A
IT07197231009,OLT OFF SHORE LNG TOSCANA SPA,184569658,oltoffshore.it,IT,N/A
IT03328460161,L'INNOMINATO S.P.A.,184545668,percassigroup.it,IT,N/A
IT01464060332,BOLZONI HOLDING SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE BOLZONI HOLDING S.R.L.,184284000,bolzonigroup.com,IT,N/A
IT11778100963,HAIKI+ S.P.A.,184135000,innovatec.com,IT,N/A
IT08578190962,INOVYN PRODUZIONE ITALIA S.P.A.,184115000,inovyn.com,IT,N/A
IT06687350634,B. & G. DI PALO DISTRIBUZIONE ALIMENTARE S.R.L.,184091718,gruppodipalo.it,IT,N/A
IT03728680632,ORIGINAL MARINES S.P.A.,184042822,originalmarines.com,IT,N/A
IT01688690153,LAMPLAST FINANZIARIA S.P.A.,183997471,,IT,N/A
IT00201760139,LIMONTA S.P.A.,183968706,limonta.com,IT,N/A
IT00113720338,BOLZONI S.P.A.,183952000,bolzoni-auramo.com,IT,N/A
IT05806560487,FIN-BET S.R.L.,183914882,,IT,N/A
IT08396100011,MARELLI AFTERMARKET ITALY S.P.A.,183895000,magnetimarelli-checkstar.it,IT,N/A
IT00769140153,IVM S.R.L.,183862267,ivmgroup.com,IT,N/A
IT00893300152,IMPRESA GENERALE PUBBLICITA' - JCDECAUX SPA IN FORMA BREVE IGPDECAUX SPA,183813000,igpdecaux.it,IT,N/A
IT06954380157,PFIZER ITALIA S.R.L.,183799740,pfizer.it,IT,N/A
GBFC033789,ENIPROGETTI S.P.A.,183787324,eni.com,IT,N/A
IT01271240234,FIMAUTO S.P.A.,183699193,fimauto.mini.it,IT,N/A
IT00161840541,CEMENTERIE ALDO BARBETTI - SOCIETA' PER AZIONI,183559107,barbetti.it,IT,N/A
IT07986620966,ENERPARTNER S.R.L.,183523873,enerpartner.it,IT,N/A
IT02824121202,EURORICAMBI - SOCIETA' PER AZIONI,183409485,euroricambi.com,IT,N/A
IT02386620989,BUSI GROUP S.R.L.,183324963,busigroup.eu,IT,N/A
IT00197130073,SOCIETA' INDUSTRIALE COMMERCIALE AUTOVEICOLI VALDOSTANA SICAV 2000 S.P.A. SIGLABILE SICAV 2000 S.P.A.,183294093,grupposicav2000.com,IT,N/A
IT04147080289,CHERRY BANK S.P.A.,183286000,cherrybank.it,IT,N/A
IT03817820362,BIANCHINI-SAETTI HOLDING SRL,183239000,,IT,N/A
IT08898970150,SOCIETA' ITALIANA ACCIAI TUBI SIAT SOCIETA' PER AZIONI CON SIGLA SIAT SPA,182978352,siatspa.it,IT,N/A
IT00468520168,CLINICHE GAVAZZENI - S.P.A.,182872630,filippomariasurace.it,IT,N/A
IT01710910132,SERRATORE S.P.A.,182850490,service.grupposerratore.com,IT,N/A
IT13244310150,LEAPMOTOR INTERNATIONAL BUSINESS S.P.A.,182839233,,IT,N/A
IT93040550209,FOLLI FOLLIE GROUP S.P.A.,182828177,follifolliegroup.it,IT,N/A
IT00348160102,OFFICINE MECCANICHE NAVALI E FONDERIE SAN GIORGIO DEL PORTO S.P.A.,182799393,sgdp.it,IT,N/A
IT09214970965,DELIVEROO ITALY S.R.L.,182750344,deliveroo.it,IT,N/A
IT01282540127,HINFO S.P.A.,182684000,apple.elmec.com,IT,N/A
IT00378350888,NEWPARK DRILLING FLUIDS - SOCIETA' A RESPONSABILITA' LIMITATA,182553584,avaspa.it,IT,N/A
IT00169070240,SACME S.P.A.,182533534,sacme.it,IT,N/A
IT03352690246,DISMA HOLDING S.R.L.,182533313,,IT,N/A
IT01903410403,FOCCHI S.P.A.,182519450,focchi.it,IT,N/A
IT03558581207,VANTI QUATTRO S.R.L.,182491392,audibologna.penskeautomotive.it,IT,N/A
IT03264300967,ECOLAB HOLDING ITALY S.R.L.,182474910,it-it.ecolab.com,IT,N/A
IT01353790742,JFE BRINDISI S.R.L.,182454550,jindalfilms.com,IT,N/A
IT00178590261,MIONETTO S.P.A.,182413255,mionetto.shop,IT,N/A
IT02539070587,GRUPPO GHEDINI S.R.L.,182269338,abarthbologna.com,IT,N/A
IT05982300724,CAPURSO AZIENDA CASEARIA S.R.L.,182247475,gioiella.com,IT,N/A
IT03255230124,GARDNER DENVER ITALY HOLDINGS S.R.L.,182187541,gardnerdenver.com,IT,N/A
IT00978310472,GRADI GUALTIERO S.R.L.,182134272,gradigualtiero.com,IT,N/A
IT08854760017,TEKNOSERVICE S.R.L.,182075045,teknoserviceitalia.com,IT,N/A
IT04591500402,OFFICINE FOCCHI S.R.L.,182039401,cellia.it,IT,N/A
IT00308150515,COSTRUZIONI ELETTRONICHE INDUSTRIALI AUTOMATISMI S.P.A. C.E.I.A. S.P.A.,182033998,ceia.net,IT,N/A
IT02354520419,MARINELLI CUCINE SRL,182000514,marinellicucine.it,IT,N/A
IT00239470347,FLO - SOCIETA' PER AZIONI,181997139,flo.eu,IT,N/A
IT13620440969,DIAMOND TOP S.P.A.,181966052,,IT,N/A
IT00275240174,BETTONI S.P.A.,181928188,bettonispa.it,IT,N/A
IT05950660968,ARRIVA ITALIA S.R.L.,181924418,arriva.it,IT,N/A
IT06223930154,BOBST ITALIA S.P.A.,181793739,bobst.com,IT,N/A
IT00941350175,ITALCHIMICI S.P.A.,181754853,italchimici.it,IT,N/A
IT00407560580,KENVUE ITALIA S.P.A.,181685299,jnjconsumer.it,IT,N/A
IT01024830687,PROGER S.P.A.,181578502,proger.it,IT,N/A
IT00327070785,ALFAGOMMA HYDRAULIC S.P.A.,181549000,alfagomma.it,IT,N/A
IT08920410720,VICTUS HORIZON SRL,181498213,cobarspa.it,IT,N/A
IT03965600160,SAPORI ARTIGIANALI S.R.L.,181456359,odstore.it,IT,N/A
IT09069320159,ISRINGHAUSEN SPA,181367114,isri.de,IT,N/A
IT00295210173,ITALFOND S.P.A.,181321185,italfond.it,IT,N/A
IT03614850729,MORANDO S.P.A.,181197496,morando.it,IT,N/A
IT00124290214,VOG PRODUCTS - SOC. AGRICOLA COOP,181080529,vog-products.it,IT,N/A
IT01517740989,METELLI S.P.A.,181071156,metellispa.it,IT,N/A
IT12651080157,CAMPOROSSO S.R.L.,181027683,mangiaresardo.com,IT,N/A
IT10923860158,GLOBALCARNI SOCIETA' PER AZIONI ABBREVIABILE IN GLOBALCARNI S.P.A,180948405,globalcarni.it,IT,N/A
IT07550701218,MI.DA GAR SERVICE S.R.L.,180943826,,IT,N/A
IT12707050964,QUADRA ITALY S.R.L.,180933875,internimagazine.it,IT,N/A
IT06245680969,IMM S.R.L.,180902623,teseo2.cometa.it,IT,N/A
IT05651700485,COMPAGNIA DE' FRESCOBALDI S.P.A.,180773051,frescobaldi.com,IT,N/A
IT00738110550,FAURECIA EMISSIONS CONTROL TECHNOLOGIES ITALY S.R.L.,180762993,faurecia.com,IT,N/A
IT01525860423,DOMINA S.P.A.,180745938,dominaspa.it,IT,N/A
IT07122070969,GIULIANI GROUP S.P.A.,180717822,giulianipharma.com,IT,N/A
IT01146320351,IMAX - S.R.L.,180704596,maxmarafashion.com,IT,N/A
IT03345130284,AZOVE - SOCIETA' AGRICOLA COOPERATIVA SIGLA AZOVE SOC. AGR. COOP.,180556153,azove.it,IT,N/A
IT00992660308,SARTORI S.P.A.,180518117,sartorispa.it,IT,N/A
IT08401270015,LEONARDO LOGISTICS S.P.A.,180505000,leonardologistics.it,IT,N/A
IT04843140825,COMETA SOCIETA' PER AZIONI,180452596,teseo2.cometa.it,IT,N/A
IT01546400167,COMELIT GROUP S.P.A.,180352334,comelitgroup.it,IT,N/A
IT07494740637,AZIENDA SERVIZI IGIENE AMBIENTALE - NAPOLI S.P.A. IN FORMA ABBREV IATA A.S.I.A.-NAPOLI S.P.A.,180303526,asianapoli.it,IT,N/A
