alert_id,company_id,company_name,trigger_id,trigger_name,contact_owner,source,article_url,published_at,dedupe_key,created_at,status
a4cd1794-8f26-4871-98c8-26c06d21bdb9,IT12492300962,SIRTI DIGITAL SOLUTIONS S.P.A,t001,Acquisizione,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQODFGUGNlWVpXeTlRcVAya1NZT0hnUXhWVkdiSV9BSUtJUzA3Z1JyWkE1RkxVUWhaRU9YM1lHMzY1X25RTUpwNlNWd2xCTEJZM0VfWVVUUmZQZUIwaGFZTk0zYWdvSjVsc2xRRGhVbHFwYTRJWTNWS2hTV1BGU2c1SVVmWEQ5Unl2?oc=5,2017-03-12T03:27:08+00:00,IT12492300962|t001|2017-03-12|sirti annuncia l acquisizione di foi vitali elettrodotti s p a sirti it,2026-02-07T22:51:35.754594+00:00,sent
1409777e-bc52-4d32-94c8-4aa9ae2b59ee,IT10331420017,CONEXUS S.P.A.,t001,Acquisizione,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQODFGUGNlWVpXeTlRcVAya1NZT0hnUXhWVkdiSV9BSUtJUzA3Z1JyWkE1RkxVUWhaRU9YM1lHMzY1X25RTUpwNlNWd2xCTEJZM0VfWVVUUmZQZUIwaGFZTk0zYWdvSjVsc2xRRGhVbHFwYTRJWTNWS2hTV1BGU2c1SVVmWEQ5Unl2?oc=5,2017-03-12T03:27:08+00:00,IT10331420017|t001|2017-03-12|sirti annuncia l acquisizione di foi vitali elettrodotti s p a sirti it,2026-02-07T22:51:35.754594+00:00,sent
6887fa8b-e42a-48da-a899-a7627ab41246,IT09821640969,SIRTI ALLIANCE FOR INFRASTRUCTURES S.C.A R.L. IN BREVE SOLO S.A.I. S.C. A R.L.,t001,Acquisizione,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQODFGUGNlWVpXeTlRcVAya1NZT0hnUXhWVkdiSV9BSUtJUzA3Z1JyWkE1RkxVUWhaRU9YM1lHMzY1X25RTUpwNlNWd2xCTEJZM0VfWVVUUmZQZUIwaGFZTk0zYWdvSjVsc2xRRGhVbHFwYTRJWTNWS2hTV1BGU2c1SVVmWEQ5Unl2?oc=5,2017-03-12T03:27:08+00:00,IT09821640969|t001|2017-03-12|sirti annuncia l acquisizione di foi vitali elettrodotti s p a sirti it,2026-02-07T22:51:35.754594+00:00,sent
5a982154-4c7e-4f31-907c-ef57a9043633,IT09548890962,PS RETI S.P.A.,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiywFBVV95cUxNd1h5Y0ZSU21kalVJdTRFZTFqaWducFBCenVfVzNJWFZoWmloSkhyaDhfbmFEQzVBdWFEdWt3Q3BlVXRjNnpxQkMyUGxHRFRkek8tTm1SWjhZTTZVZ1ltVDRhV0dPODhDQlVvaTdhZzFsR3J2dW9seHpDd2d1ajVsTFBES2g5YUQ0SnF0Nm9PTVVONEpiQnE2YUFBZDJRTHVlSS1tWEQxUzlIUU1qWERydkFOTU5Cd1RGSmFUQWR3MkUzZElhOThoTXJobw?oc=5,2025-08-05T07:00:00+00:00,IT09548890962|t002|2025-08-05|de carolis ceo sirti digital l ai è una nuova transizione tecnologica la pa ha bisogno di 5g e reti resilienti sirti it,2026-02-07T22:51:35.754594+00:00,sent
c411691c-e9c2-4a39-b648-9931cdc623c2,IT04596040966,SIRTI - SOCIETA' PER AZIONI,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiywFBVV95cUxNd1h5Y0ZSU21kalVJdTRFZTFqaWducFBCenVfVzNJWFZoWmloSkhyaDhfbmFEQzVBdWFEdWt3Q3BlVXRjNnpxQkMyUGxHRFRkek8tTm1SWjhZTTZVZ1ltVDRhV0dPODhDQlVvaTdhZzFsR3J2dW9seHpDd2d1ajVsTFBES2g5YUQ0SnF0Nm9PTVVONEpiQnE2YUFBZDJRTHVlSS1tWEQxUzlIUU1qWERydkFOTU5Cd1RGSmFUQWR3MkUzZElhOThoTXJobw?oc=5,2025-08-05T07:00:00+00:00,IT04596040966|t002|2025-08-05|de carolis ceo sirti digital l ai è una nuova transizione tecnologica la pa ha bisogno di 5g e reti resilienti sirti it,2026-02-07T22:51:35.754594+00:00,sent
6eb38eaa-6e34-4973-adc7-e9c9e8fdd3b6,IT12492310961,SIRTI TELCO INFRASTRUCTURES S.P.A,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiywFBVV95cUxNd1h5Y0ZSU21kalVJdTRFZTFqaWducFBCenVfVzNJWFZoWmloSkhyaDhfbmFEQzVBdWFEdWt3Q3BlVXRjNnpxQkMyUGxHRFRkek8tTm1SWjhZTTZVZ1ltVDRhV0dPODhDQlVvaTdhZzFsR3J2dW9seHpDd2d1ajVsTFBES2g5YUQ0SnF0Nm9PTVVONEpiQnE2YUFBZDJRTHVlSS1tWEQxUzlIUU1qWERydkFOTU5Cd1RGSmFUQWR3MkUzZElhOThoTXJobw?oc=5,2025-08-05T07:00:00+00:00,IT12492310961|t002|2025-08-05|de carolis ceo sirti digital l ai è una nuova transizione tecnologica la pa ha bisogno di 5g e reti resilienti sirti it,2026-02-07T22:51:35.754594+00:00,sent
09a3874f-21dc-405b-a24d-97a95e5add65,IT12492300962,SIRTI DIGITAL SOLUTIONS S.P.A,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiywFBVV95cUxNd1h5Y0ZSU21kalVJdTRFZTFqaWducFBCenVfVzNJWFZoWmloSkhyaDhfbmFEQzVBdWFEdWt3Q3BlVXRjNnpxQkMyUGxHRFRkek8tTm1SWjhZTTZVZ1ltVDRhV0dPODhDQlVvaTdhZzFsR3J2dW9seHpDd2d1ajVsTFBES2g5YUQ0SnF0Nm9PTVVONEpiQnE2YUFBZDJRTHVlSS1tWEQxUzlIUU1qWERydkFOTU5Cd1RGSmFUQWR3MkUzZElhOThoTXJobw?oc=5,2025-08-05T07:00:00+00:00,IT12492300962|t002|2025-08-05|de carolis ceo sirti digital l ai è una nuova transizione tecnologica la pa ha bisogno di 5g e reti resilienti sirti it,2026-02-07T22:51:35.754594+00:00,sent
279c1174-ccf4-449b-b79b-29fae940cde0,IT10331420017,CONEXUS S.P.A.,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiywFBVV95cUxNd1h5Y0ZSU21kalVJdTRFZTFqaWducFBCenVfVzNJWFZoWmloSkhyaDhfbmFEQzVBdWFEdWt3Q3BlVXRjNnpxQkMyUGxHRFRkek8tTm1SWjhZTTZVZ1ltVDRhV0dPODhDQlVvaTdhZzFsR3J2dW9seHpDd2d1ajVsTFBES2g5YUQ0SnF0Nm9PTVVONEpiQnE2YUFBZDJRTHVlSS1tWEQxUzlIUU1qWERydkFOTU5Cd1RGSmFUQWR3MkUzZElhOThoTXJobw?oc=5,2025-08-05T07:00:00+00:00,IT10331420017|t002|2025-08-05|de carolis ceo sirti digital l ai è una nuova transizione tecnologica la pa ha bisogno di 5g e reti resilienti sirti it,2026-02-07T22:51:35.754594+00:00,sent
ab974686-41e5-4240-ba81-09dd9cefc839,IT09821640969,SIRTI ALLIANCE FOR INFRASTRUCTURES S.C.A R.L. IN BREVE SOLO S.A.I. S.C. A R.L.,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiywFBVV95cUxNd1h5Y0ZSU21kalVJdTRFZTFqaWducFBCenVfVzNJWFZoWmloSkhyaDhfbmFEQzVBdWFEdWt3Q3BlVXRjNnpxQkMyUGxHRFRkek8tTm1SWjhZTTZVZ1ltVDRhV0dPODhDQlVvaTdhZzFsR3J2dW9seHpDd2d1ajVsTFBES2g5YUQ0SnF0Nm9PTVVONEpiQnE2YUFBZDJRTHVlSS1tWEQxUzlIUU1qWERydkFOTU5Cd1RGSmFUQWR3MkUzZElhOThoTXJobw?oc=5,2025-08-05T07:00:00+00:00,IT09821640969|t002|2025-08-05|de carolis ceo sirti digital l ai è una nuova transizione tecnologica la pa ha bisogno di 5g e reti resilienti sirti it,2026-02-07T22:51:35.754594+00:00,sent
a6ff190c-ef25-45f4-ac1a-1c085b83d426,IT09548890962,PS RETI S.P.A.,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiigFBVV95cUxNQVdJZDNXWHViZi1WY1FxUDlHei1vRkRzUGtHZ3FhYURqMHVHeGFyQjV4dTRmWkdoT01MaFlEelNPVi1FczFrMlJxRVZEUl9TZjFqOHNaX085OHZIVmRLVU9OM1ZDYmUxTWE2SFVLU3VuTUFQb3ZKSHVpNUt2ajgzX3Yxa0t3UUw4eGc?oc=5,2025-04-01T07:00:00+00:00,IT09548890962|t002|2025-04-01|massimiliano de carolis nuovo ceo di sirti digital solutions sirti it,2026-02-07T22:51:35.754594+00:00,sent
78a0c8c3-efe5-4a8a-8893-91c4a81f8976,IT04596040966,SIRTI - SOCIETA' PER AZIONI,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiigFBVV95cUxNQVdJZDNXWHViZi1WY1FxUDlHei1vRkRzUGtHZ3FhYURqMHVHeGFyQjV4dTRmWkdoT01MaFlEelNPVi1FczFrMlJxRVZEUl9TZjFqOHNaX085OHZIVmRLVU9OM1ZDYmUxTWE2SFVLU3VuTUFQb3ZKSHVpNUt2ajgzX3Yxa0t3UUw4eGc?oc=5,2025-04-01T07:00:00+00:00,IT04596040966|t002|2025-04-01|massimiliano de carolis nuovo ceo di sirti digital solutions sirti it,2026-02-07T22:51:35.754594+00:00,sent
3898a9e1-74e4-42ca-9ffd-9bd063597a7d,IT12492310961,SIRTI TELCO INFRASTRUCTURES S.P.A,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiigFBVV95cUxNQVdJZDNXWHViZi1WY1FxUDlHei1vRkRzUGtHZ3FhYURqMHVHeGFyQjV4dTRmWkdoT01MaFlEelNPVi1FczFrMlJxRVZEUl9TZjFqOHNaX085OHZIVmRLVU9OM1ZDYmUxTWE2SFVLU3VuTUFQb3ZKSHVpNUt2ajgzX3Yxa0t3UUw4eGc?oc=5,2025-04-01T07:00:00+00:00,IT12492310961|t002|2025-04-01|massimiliano de carolis nuovo ceo di sirti digital solutions sirti it,2026-02-07T22:51:35.754594+00:00,sent
8c028725-8680-4eb6-bcdf-b67b9087616e,IT12492300962,SIRTI DIGITAL SOLUTIONS S.P.A,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiigFBVV95cUxNQVdJZDNXWHViZi1WY1FxUDlHei1vRkRzUGtHZ3FhYURqMHVHeGFyQjV4dTRmWkdoT01MaFlEelNPVi1FczFrMlJxRVZEUl9TZjFqOHNaX085OHZIVmRLVU9OM1ZDYmUxTWE2SFVLU3VuTUFQb3ZKSHVpNUt2ajgzX3Yxa0t3UUw4eGc?oc=5,2025-04-01T07:00:00+00:00,IT12492300962|t002|2025-04-01|massimiliano de carolis nuovo ceo di sirti digital solutions sirti it,2026-02-07T22:51:35.754594+00:00,sent
59e1422d-103f-40e7-babb-e44f4885e59c,IT10331420017,CONEXUS S.P.A.,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiigFBVV95cUxNQVdJZDNXWHViZi1WY1FxUDlHei1vRkRzUGtHZ3FhYURqMHVHeGFyQjV4dTRmWkdoT01MaFlEelNPVi1FczFrMlJxRVZEUl9TZjFqOHNaX085OHZIVmRLVU9OM1ZDYmUxTWE2SFVLU3VuTUFQb3ZKSHVpNUt2ajgzX3Yxa0t3UUw4eGc?oc=5,2025-04-01T07:00:00+00:00,IT10331420017|t002|2025-04-01|massimiliano de carolis nuovo ceo di sirti digital solutions sirti it,2026-02-07T22:51:35.754594+00:00,sent
5ded0270-d4af-48f5-b4dd-3cd4e4796a74,IT09821640969,SIRTI ALLIANCE FOR INFRASTRUCTURES S.C.A R.L. IN BREVE SOLO S.A.I. S.C. A R.L.,t002,Cambio CEO,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiigFBVV95cUxNQVdJZDNXWHViZi1WY1FxUDlHei1vRkRzUGtHZ3FhYURqMHVHeGFyQjV4dTRmWkdoT01MaFlEelNPVi1FczFrMlJxRVZEUl9TZjFqOHNaX085OHZIVmRLVU9OM1ZDYmUxTWE2SFVLU3VuTUFQb3ZKSHVpNUt2ajgzX3Yxa0t3UUw4eGc?oc=5,2025-04-01T07:00:00+00:00,IT09821640969|t002|2025-04-01|massimiliano de carolis nuovo ceo di sirti digital solutions sirti it,2026-02-07T22:51:35.754594+00:00,sent
98cbe625-733d-4d93-9360-c11c844e7fa9,IT09548890962,PS RETI S.P.A.,t004,Partnership,N/A,GN Company | IT04596040966,https://news.google.com/rss/articles/CBMicEFVX3lxTE1DZFB2em9yY3cwWGZ1OG16ZTBVRUJrVzZJUXlld3pLa3VKOUYyT045Tkp4dm9PZ0tUWDVtYTF3YkFOSlllTThxampVbzVYVnRjUmFJSWRzYk9vSzNRS3I3WVFxVDMxdmhPVl9pQ2FicjM?oc=5,2021-06-15T07:00:00+00:00,IT09548890962|t004|2021-06-15|sirti rafforza la partnership con windtre sirti it,2026-02-07T22:51:35.754594+00:00,sent
07c02cd0-e917-41b0-a507-cf58ebb75fc6,IT04596040966,SIRTI - SOCIETA' PER AZIONI,t004,Partnership,N/A,GN Company | IT04596040966,https://news.google.com/rss/articles/CBMicEFVX3lxTE1DZFB2em9yY3cwWGZ1OG16ZTBVRUJrVzZJUXlld3pLa3VKOUYyT045Tkp4dm9PZ0tUWDVtYTF3YkFOSlllTThxampVbzVYVnRjUmFJSWRzYk9vSzNRS3I3WVFxVDMxdmhPVl9pQ2FicjM?oc=5,2021-06-15T07:00:00+00:00,IT04596040966|t004|2021-06-15|sirti rafforza la partnership con windtre sirti it,2026-02-07T22:51:35.754594+00:00,sent
7e3e04d3-1fcb-40d2-9b8b-27a18b4b2cb2,IT12492310961,SIRTI TELCO INFRASTRUCTURES S.P.A,t004,Partnership,N/A,GN Company | IT04596040966,https://news.google.com/rss/articles/CBMicEFVX3lxTE1DZFB2em9yY3cwWGZ1OG16ZTBVRUJrVzZJUXlld3pLa3VKOUYyT045Tkp4dm9PZ0tUWDVtYTF3YkFOSlllTThxampVbzVYVnRjUmFJSWRzYk9vSzNRS3I3WVFxVDMxdmhPVl9pQ2FicjM?oc=5,2021-06-15T07:00:00+00:00,IT12492310961|t004|2021-06-15|sirti rafforza la partnership con windtre sirti it,2026-02-07T22:51:35.754594+00:00,sent
9e6ca615-1dd7-494a-b9e9-d205e8e35963,IT12492300962,SIRTI DIGITAL SOLUTIONS S.P.A,t004,Partnership,N/A,GN Company | IT04596040966,https://news.google.com/rss/articles/CBMicEFVX3lxTE1DZFB2em9yY3cwWGZ1OG16ZTBVRUJrVzZJUXlld3pLa3VKOUYyT045Tkp4dm9PZ0tUWDVtYTF3YkFOSlllTThxampVbzVYVnRjUmFJSWRzYk9vSzNRS3I3WVFxVDMxdmhPVl9pQ2FicjM?oc=5,2021-06-15T07:00:00+00:00,IT12492300962|t004|2021-06-15|sirti rafforza la partnership con windtre sirti it,2026-02-07T22:51:35.754594+00:00,sent
6a8ec3fe-ef40-48bf-8a27-fe9ce45c804f,IT10331420017,CONEXUS S.P.A.,t004,Partnership,N/A,GN Company | IT04596040966,https://news.google.com/rss/articles/CBMicEFVX3lxTE1DZFB2em9yY3cwWGZ1OG16ZTBVRUJrVzZJUXlld3pLa3VKOUYyT045Tkp4dm9PZ0tUWDVtYTF3YkFOSlllTThxampVbzVYVnRjUmFJSWRzYk9vSzNRS3I3WVFxVDMxdmhPVl9pQ2FicjM?oc=5,2021-06-15T07:00:00+00:00,IT10331420017|t004|2021-06-15|sirti rafforza la partnership con windtre sirti it,2026-02-07T22:51:35.754594+00:00,sent
a6ada289-20a7-489e-aae0-f99293092ca7,IT09821640969,SIRTI ALLIANCE FOR INFRASTRUCTURES S.C.A R.L. IN BREVE SOLO S.A.I. S.C. A R.L.,t004,Partnership,N/A,GN Company | IT04596040966,https://news.google.com/rss/articles/CBMicEFVX3lxTE1DZFB2em9yY3cwWGZ1OG16ZTBVRUJrVzZJUXlld3pLa3VKOUYyT045Tkp4dm9PZ0tUWDVtYTF3YkFOSlllTThxampVbzVYVnRjUmFJSWRzYk9vSzNRS3I3WVFxVDMxdmhPVl9pQ2FicjM?oc=5,2021-06-15T07:00:00+00:00,IT09821640969|t004|2021-06-15|sirti rafforza la partnership con windtre sirti it,2026-02-07T22:51:35.754594+00:00,sent
91bbeb91-80a0-4712-97f4-e6ba48361ce6,IT06234620968,PRICEWATERHOUSECOOPERS BUSINESS SERVICES SRL (IN FORMA ABBREVIATA PWC BUSINESS SERVICES SRL O PWC BUSINESS SERVICES SRL ),t001,Acquisizione,N/A,GN Company | IT01921910152,https://news.google.com/rss/articles/CBMikgFBVV95cUxQc3Fubjh4a0NtLUVzSUtDVU5iVlgwWF9ZeWRqM1RSei1Xa05YQUw1SEt2cThRcjBraXQ2eHFiUGhmY2ZIUzk1a094UW1DNS1Xd3Q4dWFIalNybjNkTV9EX05LdTNmQWtkck9yNUgtN3N6bTROa0t0eDNGTHJiWF9JZEFHY2UtMFBEb1VwOHZFTldld9IBlwFBVV95cUxOZ3FRNWdlXzdxZFQyZHptUVNmakd3emZUQUpwRzRVZjhhUDVTdUpVZ2R1VWpRejBJUXU4Nm9QRTN3b20wTEl5NUZWekFsdXdhZHg5Zi1fcDlmU28xZGRmUDk3cXFlRFR6ZjZmbmVXYU9iNWZnSWhxMTJwVXpfOHEtazhmejVXTjlaaERwTUpqSnJGUFVieWhj?oc=5,2024-07-15T07:00:00+00:00,IT06234620968|t001|2024-07-15|pwc tls con jas nell acquisizione del gruppo setoa blog pwc tls it,2026-02-07T22:51:35.754594+00:00,sent
53253660-923b-42ab-9b42-6e4c259f92c9,IT12449670152,SERVIZI AZIENDALI PRICEWATERHOUSECOOPERS S.R.L. (IN BREVE SERVI ZI AZIENDALI PWC S.R.L.),t001,Acquisizione,N/A,GN Company | IT01921910152,https://news.google.com/rss/articles/CBMikgFBVV95cUxQc3Fubjh4a0NtLUVzSUtDVU5iVlgwWF9ZeWRqM1RSei1Xa05YQUw1SEt2cThRcjBraXQ2eHFiUGhmY2ZIUzk1a094UW1DNS1Xd3Q4dWFIalNybjNkTV9EX05LdTNmQWtkck9yNUgtN3N6bTROa0t0eDNGTHJiWF9JZEFHY2UtMFBEb1VwOHZFTldld9IBlwFBVV95cUxOZ3FRNWdlXzdxZFQyZHptUVNmakd3emZUQUpwRzRVZjhhUDVTdUpVZ2R1VWpRejBJUXU4Nm9QRTN3b20wTEl5NUZWekFsdXdhZHg5Zi1fcDlmU28xZGRmUDk3cXFlRFR6ZjZmbmVXYU9iNWZnSWhxMTJwVXpfOHEtazhmejVXTjlaaERwTUpqSnJGUFVieWhj?oc=5,2024-07-15T07:00:00+00:00,IT12449670152|t001|2024-07-15|pwc tls con jas nell acquisizione del gruppo setoa blog pwc tls it,2026-02-07T22:51:35.754594+00:00,sent
ffb150c3-46ce-4fb8-b88e-79a276df34f7,IT05508970968,PRICEWATERHOUSECOOPERS SERVICES S.R.L. (IN FORMA ABBREVIATA PWC SERVICES S.R.L. ),t001,Acquisizione,N/A,GN Company | IT01921910152,https://news.google.com/rss/articles/CBMikgFBVV95cUxQc3Fubjh4a0NtLUVzSUtDVU5iVlgwWF9ZeWRqM1RSei1Xa05YQUw1SEt2cThRcjBraXQ2eHFiUGhmY2ZIUzk1a094UW1DNS1Xd3Q4dWFIalNybjNkTV9EX05LdTNmQWtkck9yNUgtN3N6bTROa0t0eDNGTHJiWF9JZEFHY2UtMFBEb1VwOHZFTldld9IBlwFBVV95cUxOZ3FRNWdlXzdxZFQyZHptUVNmakd3emZUQUpwRzRVZjhhUDVTdUpVZ2R1VWpRejBJUXU4Nm9QRTN3b20wTEl5NUZWekFsdXdhZHg5Zi1fcDlmU28xZGRmUDk3cXFlRFR6ZjZmbmVXYU9iNWZnSWhxMTJwVXpfOHEtazhmejVXTjlaaERwTUpqSnJGUFVieWhj?oc=5,2024-07-15T07:00:00+00:00,IT05508970968|t001|2024-07-15|pwc tls con jas nell acquisizione del gruppo setoa blog pwc tls it,2026-02-07T22:51:35.754594+00:00,sent
3e0a60b1-8fcc-4667-99d9-6b3489a94836,IT02051011209,OPERA,t002,Cambio CEO,N/A,GN Company | IT03998870962,https://news.google.com/rss/articles/CBMi7gJBVV95cUxNOUYtS3Mxb2FjdGdHc05IZXhfR2tzQkZGUTE5VjVLc3JmaEJ5aWMtRGF0WVBjN2t4WVp3ak5mcnpackdXNEh0UXVUV01SdmtzX2NjOFFzcmRib3NDc2FPOTdsTHhfRUxIODJreHNuSmV5Z1ZWZWxDQ3dlc25jOXJlUTl5a0gwNlZmQlZkek5xOVZvci02dWdKX2pSVnNRN0dEVGJSeGF3a3BkS19hUnZUVTlPdElsS2NINmEyMXlaR1h6ZTdySmdTbXByTVY1WkQ1NFo2cnIxanhOQ2VhY0hSdVAyQlYzYUo3aW9NSXA4UXQxVjd2cDY3Z0Qtbk9kcWhKMWc3d2JnMFZVUEltUHJsTXVhU2lBcFI2YTJQNHNGRC1nUDM2ZzJiLVdGYmU0NHpMbFRkNnNWc1NmbzF5OGxpVEJyeFRmMWc5TW9yb3Z3TTJnZ3R3NDY0aTdYN1BRYmZ4UDRWZUF1aWtmbXFDMlE?oc=5,2025-04-29T07:00:00+00:00,IT02051011209|t002|2025-04-29|il cda conferma paolo dellacha amministratore delegato costituiti i comitati interni controllo rischi e esg operazioni con parti correlate nomine e remunerazione e strategie de nora,2026-02-07T22:51:35.754594+00:00,sent
c3e14d13-076d-4685-aeba-c1a7a7fecb56,IT03829291206,LEGACY S.R.L.,t002,Cambio CEO,N/A,GN Company | IT03829291206,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5Kc2QxTTBWTEtGWVlWYlQ3dFNJUGhMTW10MXNTdkljNXY5MnplcEJHRVEzdE85ZnoyVlJvOTVSbldXVVRMZ1JwdmFWbFVTX09qckk2a3hLN2JCaXcyeDJTOGpaOWNrQQ?oc=5,2015-11-23T10:21:28+00:00,IT03829291206|t002|2015-11-23|giuseppe di blasio ceo presso legacy s r l linkedin italia,2026-02-07T22:51:35.754594+00:00,sent
77526112-44a8-4b52-904c-d69dc609a5df,IT05961200150,FONTANA FINANZIARIA S.P.A.,t004,Partnership,N/A,GN Company | IT05961200150,https://news.google.com/rss/articles/CBMiekFVX3lxTE1QMjJPbUs3ZUdTS2pGR0FMeGlhajMtcnhGelU2ZUZQQ1BIc1YySmxHRTlja2xSVFd2a01HZi10UkdyQlNPQ1ZVeDlYam1UNU5nUHlpdnlxUEZOOVBiY0o5VjZ6OGpIV0d3X1FjYWZScVdrV1lLSlFqSFNR?oc=5,2023-03-23T07:00:00+00:00,IT05961200150|t004|2023-03-23|aprilia racing partnership starts gruppofontana it,2026-02-07T22:51:35.754594+00:00,sent
b0f19573-47ec-45ab-a1e7-5e4000284c22,IT02051011209,OPERA,t001,Acquisizione,N/A,GN Company | IT06700621003,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPYllEUlhRUWFvOTBVUDM1cWozNW91S0ZzdDVDbldYZW1NT2ozZ0hLWXFIRnVVWGxqZVhDTDk5d014ZU5wOEI0ZzZMYVh4MEE5dHN3ckdlUklaLVdCRndxOGxpQmtIS2dNXzNNMmpxcmJpVTAxemt2VGtOTzZQOUxfUU56Y2YxMnRvdktCVFRqbEptZ2otR2RxakduN3FkX2lodUQ3UFV5QzNBUnlnX2gteVdVTS1iVU9jcXlPWS0wcno1R1BTQVlheC13bFlkZ0hUTWtFRXFR?oc=5,2024-07-05T07:00:00+00:00,IT02051011209|t001|2024-07-05|l acquisizione del brimstone di mbda da parte della germania rafforza la cooperazione industriale europea newsroom mbda,2026-02-07T22:51:35.754594+00:00,sent
a30ab838-5677-4629-8b1c-431a2f7d1ff9,IT10365640159,CAPGEMINI ITALIA S.P.A.,t004,Partnership,N/A,GN Company | IT10365640159,https://news.google.com/rss/articles/CBMirgJBVV95cUxQS1dwYXAyUnZ0ODZyTnhvWGMteUs5QUN5Q1F1RzB1a1NqZ2JGUFd2M2tveFJEb1pUSDJEbXFsQ24xMTdaQUNNUnVyOHN3cy1pMGlsQ1NfTTAzbXVTaUtDbGl5T3NrdXR0UFc1czZmUjctOXU3RWpnbmNzZDNpV1hhZXpidWlDX2R2MmdDXzFER0lpdmFESVVlR0NGT1V2Smo1eGNBSldudDd2SXpCdGVQd1RpZ3VQWl9heDlSamJidnZpbVZVVUE2N3NQSWpxeTI1YldNYlJ3QzZGVXpBV1BSeDI5WVpUZDN5TDA4cFZ0TC1kUXBRdmdfcDNuSzhza2dMWkRJZUhRR1dYYlFmVlNUaEFYSk5JTFAxM0RweWdGR09GdTEzWDZOcDN4Z1RtQQ?oc=5,2025-04-09T07:00:00+00:00,IT10365640159|t004|2025-04-09|capgemini amplia la partnership strategica con google cloud per rivoluzionare la customer experience in vari settori di mercato grazie all ai agentica capgemini com,2026-02-07T22:51:35.754594+00:00,sent
98f80f4d-e9ae-4964-bee1-a46d3647c85e,IT16239151000,CAPGEMINI FINANCE TECH S.R.L.,t004,Partnership,N/A,GN Company | IT10365640159,https://news.google.com/rss/articles/CBMirgJBVV95cUxQS1dwYXAyUnZ0ODZyTnhvWGMteUs5QUN5Q1F1RzB1a1NqZ2JGUFd2M2tveFJEb1pUSDJEbXFsQ24xMTdaQUNNUnVyOHN3cy1pMGlsQ1NfTTAzbXVTaUtDbGl5T3NrdXR0UFc1czZmUjctOXU3RWpnbmNzZDNpV1hhZXpidWlDX2R2MmdDXzFER0lpdmFESVVlR0NGT1V2Smo1eGNBSldudDd2SXpCdGVQd1RpZ3VQWl9heDlSamJidnZpbVZVVUE2N3NQSWpxeTI1YldNYlJ3QzZGVXpBV1BSeDI5WVpUZDN5TDA4cFZ0TC1kUXBRdmdfcDNuSzhza2dMWkRJZUhRR1dYYlFmVlNUaEFYSk5JTFAxM0RweWdGR09GdTEzWDZOcDN4Z1RtQQ?oc=5,2025-04-09T07:00:00+00:00,IT16239151000|t004|2025-04-09|capgemini amplia la partnership strategica con google cloud per rivoluzionare la customer experience in vari settori di mercato grazie all ai agentica capgemini com,2026-02-07T22:51:35.754594+00:00,sent
06bbdad8-237f-4869-b1f6-2f4b30e91d9a,IT02083271201,CRIF S.P.A.,t002,Cambio CEO,N/A,GN Company | IT02083271201,https://news.google.com/rss/articles/CBMiYEFVX3lxTFB5T3AwY0FSU0VkT0xRTHc0YklPT2YyVWJkUWhEWEJIU1FWVjNEeXl0M0VJWTVIM0o0a2RQVkk2SXhPZWUzZDNiWlZhQjZxVzk3MUtjdzlucjUwOGUxOVRnVg?oc=5,2015-11-20T19:05:59+00:00,IT02083271201|t002|2015-11-20|alessandra zama executive assistant to ceo crif s p a palazzo di varignana s r l linkedin italia,2026-02-07T22:51:35.754594+00:00,sent
